Entry Name,Species,Level,Happiness,Item,AI Role,Is Key Strategic Pokemon,IVs HP,IVs Attack,IVs Defense,IVs Sp.Atk,IVs Sp.Def,IVs Speed,EVs HP,EVs Attack,EVs Defense,EVs Sp.Atk,EVs Sp.Def,EVs Speed,Moves 1,Moves 2,Moves 3,Moves 4,Can Fill Combo A Role 1,Can Fill Combo A Role 2,Can Fill Combo B Role 1,Can Fill Combo B Role 2,Use species second ability,Gender,Nature,Use Random Nature and Gender
FLAAFFY - 234,FLAAFFY (180),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,THUNDER WAVE (86),THUNDERSHOCK (84),GROWL (45),TACKLE (33),false,false,false,false,false,Female (1),Docile (6),false
VIGOROTH - 235,VIGOROTH (365),21,0,None (0),"サポーター"  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,FURY SWIPES (154),UPROAR (253),FOCUS ENERGY (116),None (0),false,false,false,false,false,Male (0),Bashful (18),false
RALTS - 236,RALTS (392),23,0,TWISTEDSPOON (214),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SHOCK WAVE (351),SING (47),REFLECT (115),CONFUSION (93),false,false,false,false,false,Male (0),Hardy (0),false
LOUDRED - 237,LOUDRED (371),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,STOMP (23),UPROAR (253),WATER PULSE (352),SEISMIC TOSS (69),false,false,false,false,false,Male (0),Docile (6),false
GIRAFARIG - 238,GIRAFARIG (203),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,STOMP (23),ODOR SLEUTH (316),CONFUSION (93),SHOCK WAVE (351),false,false,false,false,false,Female (1),Bashful (18),false
MAWILE - 239,MAWILE (355),25,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE SWIPE (206),SING (47),VICEGRIP (11),IRON DEFENSE (334),false,false,false,false,false,Male (0),Hardy (0),false
RAICHU - 240,RAICHU (26),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SHOCK WAVE (351),QUICK ATTACK (98),DIG (91),SEISMIC TOSS (69),false,false,false,false,false,Female (1),Hardy (0),false
SEVIPER - 241,SEVIPER (379),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SCREECH (103),POISON TAIL (342),BITE (44),LICK (122),false,false,false,false,false,Female (1),Docile (6),false
SNORUNT - 242,SNORUNT (346),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER PULSE (352),SING (47),BITE (44),ICY WIND (196),false,false,false,false,false,Male (0),Hardy (0),false
GOLBAT - 243,GOLBAT (42),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,LEECH LIFE (141),BITE (44),ASTONISH (310),SCREECH (103),false,false,false,false,false,Male (0),Hardy (0),false
MIGHTYENA - 244,MIGHTYENA (287),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,HOWL (336),BITE (44),SAND-ATTACK (28),TACKLE (33),false,false,false,false,false,Male (0),Quirky (24),false
MURKROW - 245,MURKROW (198),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,HAZE (114),PURSUIT (228),ASTONISH (310),PECK (64),false,false,false,false,false,Male (0),Docile (6),false
PINECO - 246,PINECO (204),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PIN MISSILE (42),REFRESH (287),SPIKES (191),COUNTER (68),false,false,false,false,false,Male (0),Hardy (0),false
ARIADOS - 247,ARIADOS (168),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,NIGHT SHADE (101),POISON STING (40),SCARY FACE (184),LEECH LIFE (141),false,false,false,false,false,Female (1),Hardy (0),false
KIRLIA - 248,KIRLIA (393),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GROWL (45),CONFUSION (93),LIGHT SCREEN (113),None (0),false,false,false,false,true,Female (1),Serious (12),false
SNUBBULL - 249,SNUBBULL (209),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),TACKLE (33),ROAR (46),SCARY FACE (184),false,false,false,false,true,Male (0),Quirky (24),false
NUZLEAF - 250,NUZLEAF (299),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BIDE (117),BULLET SEED (331),GROWTH (74),HARDEN (106),false,false,false,false,false,Male (0),Docile (6),false
HOUNDOUR - 251,HOUNDOUR (228),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),EMBER (52),ROAR (46),LEER (43),false,false,false,false,true,Female (1),Hardy (0),false
SUDOWOODO - 252,SUDOWOODO (185),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,LOW KICK (67),FLAIL (175),ROCK THROW (88),None (0),false,false,false,false,false,Male (0),Hardy (0),false
CLAMPERL - 253,CLAMPERL (373),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,IRON DEFENSE (334),WHIRLPOOL (250),WATER GUN (55),CLAMP (128),false,false,false,false,false,Male (0),Docile (6),false
GOLDEEN - 254,GOLDEEN (118),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,HORN ATTACK (30),SUPERSONIC (48),WATER SPORT (346),TAIL WHIP (39),false,false,false,false,false,Male (0),Bashful (18),false
CARVANHA - 255,CARVANHA (330),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SCARY FACE (184),FOCUS ENERGY (116),RAGE (99),BITE (44),false,false,false,false,false,Female (1),Docile (6),false
KOFFING - 256,KOFFING (109),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SLUDGE (124),TACKLE (33),SMOG (123),None (0),false,false,false,false,false,Female (1),Serious (12),false
MIGHTYENA - 257,MIGHTYENA (287),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ODOR SLEUTH (316),BITE (44),SAND-ATTACK (28),HOWL (336),false,false,false,false,false,Male (0),Hardy (0),false
DUSKULL - 258,DUSKULL (361),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TORMENT (259),NIGHT SHADE (101),DISABLE (50),None (0),false,false,false,false,false,Female (1),Docile (6),false
CORPHISH - 259,CORPHISH (326),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BUBBLEBEAM (61),LEER (43),VICEGRIP (11),HARDEN (106),false,false,false,false,false,Female (1),Serious (12),false
QWILFISH - 260,QWILFISH (211),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER GUN (55),MINIMIZE (107),HARDEN (106),POISON STING (40),false,false,false,false,false,Male (0),Bashful (18),false
VOLBEAT - 261,VOLBEAT (386),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,QUICK ATTACK (98),THIEF (168),TACKLE (33),None (0),false,false,false,false,false,Male (0),Docile (6),false
SPOINK - 262,SPOINK (351),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,REFLECT (115),LIGHT SCREEN (113),ODOR SLEUTH (316),PSYWAVE (149),false,false,false,false,true,Male (0),Serious (12),false
ILLUMISE - 263,ILLUMISE (387),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,QUICK ATTACK (98),TACKLE (33),CHARM (204),SWEET SCENT (230),false,false,false,false,false,Female (1),Serious (12),false
SEVIPER - 264,SEVIPER (379),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SCREECH (103),POISON TAIL (342),BITE (44),LICK (122),false,false,false,false,false,Male (0),Docile (6),false
WAILMER - 265,WAILMER (313),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WHIRLPOOL (250),ROLLOUT (205),WATER GUN (55),GROWL (45),false,false,false,false,false,Female (1),Bashful (18),false
SHUPPET - 266,SHUPPET (377),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,CURSE (174),NIGHT SHADE (101),SPITE (180),SHOCK WAVE (351),false,false,false,false,false,Male (0),Docile (6),false
TEDDIURSA - 267,TEDDIURSA (216),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FAKE TEARS (313),FURY SWIPES (154),DIG (91),LEER (43),false,false,false,false,false,Female (1),Serious (12),false
CORSOLA - 268,CORSOLA (222),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,REFRESH (287),WATER PULSE (352),DIG (91),LIGHT SCREEN (113),false,false,false,false,true,Male (0),Bashful (18),false
POOCHYENA - 269,POOCHYENA (286),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ROAR (46),SAND-ATTACK (28),BITE (44),None (0),false,false,false,false,false,Male (0),Docile (6),false
MAGNEMITE - 270,MAGNEMITE (81),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,THUNDERSHOCK (84),SONICBOOM (49),SUPERSONIC (48),None (0),false,false,false,false,false,Genderless (2),Serious (12),false
STARYU - 271,STARYU (120),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,CAMOUFLAGE (293),WATER GUN (55),RAPID SPIN (229),None (0),false,false,false,false,false,Genderless (2),Hardy (0),false
ABSOL - 272,ABSOL (376),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),TAUNT (269),QUICK ATTACK (98),None (0),false,false,false,false,false,Male (0),Docile (6),false
TORKOAL - 273,TORKOAL (321),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BODY SLAM (34),FIRE SPIN (83),SMOKESCREEN (108),EMBER (52),false,false,false,false,false,Female (1),Bashful (18),false
NUZLEAF - 274,NUZLEAF (299),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FAKE OUT (252),DIG (91),GIGA DRAIN (202),TORMENT (259),false,false,false,false,false,Male (0),Hardy (0),false
SWINUB - 275,SWINUB (220),25,0,NEVERMELTICE (212),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ANCIENTPOWER (246),CHARM (204),MIST (54),MUD SHOT (341),false,false,false,false,false,Male (0),Hardy (0),false
KIRLIA - 276,KIRLIA (393),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GROWL (45),CONFUSION (93),None (0),None (0),false,false,false,false,false,Male (0),Hardy (0),false
LINOONE - 277,LINOONE (289),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ODOR SLEUTH (316),SAND-ATTACK (28),HEADBUTT (29),TAIL WHIP (39),false,false,false,false,false,Female (1),Hardy (0),false
NATU - 278,NATU (177),25,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FUTURE SIGHT (248),BATON PASS (226),NIGHT SHADE (101),AERIAL ACE (332),false,false,false,false,false,Male (0),Docile (6),false
REMORAID - 279,REMORAID (223),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER GUN (55),AURORA BEAM (62),SCREECH (103),LOCK-ON (199),false,false,false,false,false,Male (0),Docile (6),false
GOLBAT - 280,GOLBAT (42),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,LEECH LIFE (141),BITE (44),ASTONISH (310),SCREECH (103),false,false,false,false,false,Male (0),Bashful (18),false
ROSELIA - 281,ROSELIA (363),25,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MAGICAL LEAF (345),SWEET KISS (186),GRASSWHISTLE (320),LEECH SEED (73),false,false,false,false,false,Male (0),Hardy (0),false
KADABRA - 282,KADABRA (64),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PSYBEAM (60),THUNDERPUNCH (9),DOUBLE TEAM (104),ICE PUNCH (8),false,false,false,false,true,Male (0),Docile (6),false
SNEASEL - 283,SNEASEL (215),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FAINT ATTACK (185),AERIAL ACE (332),DOUBLE TEAM (104),FAKE OUT (252),false,false,false,false,true,Female (1),Hardy (0),false
MISDREAVUS - 284,MISDREAVUS (200),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PSYBEAM (60),SHOCK WAVE (351),ASTONISH (310),THIEF (168),false,false,false,false,false,Female (1),Bashful (18),false
MEOWTH - 285,MEOWTH (52),25,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SLASH (163),SING (47),PAY DAY (6),BITE (44),false,false,false,false,false,Male (0),Hardy (0),false
PELIPPER - 286,PELIPPER (310),23,0,SHARP BEAK (210),"なし"  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,MIST (54),WING ATTACK (17),SUPERSONIC (48),WATER GUN (55),false,false,false,false,false,Male (0),Bashful (18),false
ELECTRIKE - 287,ELECTRIKE (337),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SPARK (209),QUICK ATTACK (98),HOWL (336),LEER (43),false,false,false,false,true,Female (1),Docile (6),false
SPEAROW - 288,SPEAROW (21),25,0,SHARP BEAK (210),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE SWIPE (206),BATON PASS (226),LEER (43),AERIAL ACE (332),false,false,false,false,false,Male (0),Hardy (0),false
CHIMECHO - 289,CHIMECHO (411),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,UPROAR (253),TAKE DOWN (36),CONFUSION (93),ASTONISH (310),false,false,false,false,false,Male (0),Serious (12),false
STANTLER - 290,STANTLER (234),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TACKLE (33),ASTONISH (310),LEER (43),None (0),false,false,false,false,false,Male (0),Bashful (18),false
GRIMER - 291,GRIMER (88),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SLUDGE BOMB (188),HELPING HAND (270),SHADOW PUNCH (325),MINIMIZE (107),false,false,false,false,false,Male (0),Hardy (0),false
HOOTHOOT - 292,HOOTHOOT (163),25,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FORESIGHT (193),GROWL (45),PECK (64),FACADE (263),false,false,false,false,false,Male (0),Docile (6),false
GRAVELER - 293,GRAVELER (75),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ROCK THROW (88),BRICK BREAK (280),DIG (91),MUD SPORT (300),false,false,false,false,false,Male (0),Bashful (18),false
GULPIN - 294,GULPIN (367),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,POUND (1),WATER PULSE (352),SLUDGE (124),SHOCK WAVE (351),false,false,false,false,false,Female (1),Bashful (18),false
SEEL - 295,SEEL (86),27,0,MYSTIC WATER (209),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SURF (57),HELPING HAND (270),SAFEGUARD (219),ICE BEAM (58),false,false,false,false,false,Male (0),Hardy (0),false
LANTURN - 296,LANTURN (171),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SHOCK WAVE (351),WATER GUN (55),FLAIL (175),FACADE (263),false,false,false,false,true,Female (1),Hardy (0),false
QUAGSIRE - 297,QUAGSIRE (195),26,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ICE PUNCH (8),ROCK TOMB (317),SLAM (21),WATER GUN (55),false,false,false,false,false,Male (0),Bashful (18),false
LUNATONE - 298,LUNATONE (348),28,0,HARD STONE (204),"フリー"  (1),3,0,0,0,0,0,0,0,0,0,0,0,0,PSYCHIC (94),BATON PASS (226),RAIN DANCE (240),ROCK TOMB (317),true,false,false,false,false,Genderless (2),Hardy (0),false
CASTFORM - 299,CASTFORM (385),27,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WEATHER BALL (311),WATER PULSE (352),SHOCK WAVE (351),ICY WIND (196),false,true,false,false,false,Female (1),Docile (6),false
METANG - 300,METANG (399),28,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SCARY FACE (184),METAL CLAW (232),CONFUSION (93),THUNDERPUNCH (9),false,false,false,false,false,Genderless (2),Quirky (24),false
HOOTHOOT - 301,HOOTHOOT (163),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,REFLECT (115),HYPNOSIS (95),PECK (64),FORESIGHT (193),false,false,false,false,true,Male (0),Docile (6),false
SENTRET - 302,SENTRET (161),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,HELPING HAND (270),FURY SWIPES (154),QUICK ATTACK (98),DEFENSE CURL (111),false,false,false,false,false,Female (1),Hardy (0),false
ZUBAT - 303,ZUBAT (41),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WING ATTACK (17),BITE (44),ASTONISH (310),SUPERSONIC (48),false,false,false,false,false,Male (0),Bashful (18),false
SNEASEL - 304,SNEASEL (215),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FAINT ATTACK (185),SCREECH (103),QUICK ATTACK (98),TAUNT (269),false,false,false,false,true,Male (0),Docile (6),false
SPOINK - 305,SPOINK (351),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PSYCH UP (244),PSYBEAM (60),ODOR SLEUTH (316),PSYWAVE (149),false,false,false,false,false,Male (0),Hardy (0),false
SPINDA - 306,SPINDA (308),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,HYPNOSIS (95),PSYBEAM (60),FAINT ATTACK (185),UPROAR (253),false,false,false,false,false,Female (1),Bashful (18),false
SHUPPET - 307,SHUPPET (377),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,NIGHT SHADE (101),SCREECH (103),KNOCK OFF (282),None (0),false,false,false,false,false,Female (1),Hardy (0),false
LEDYBA - 308,LEDYBA (165),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,COMET PUNCH (4),SUPERSONIC (48),TACKLE (33),LIGHT SCREEN (113),false,false,false,false,true,Female (1),Docile (6),false
REMORAID - 309,REMORAID (223),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,LOCK-ON (199),WATER GUN (55),None (0),None (0),false,false,false,false,false,Male (0),Quirky (24),false
TOGETIC - 310,TOGETIC (176),23,130,None (0),"なし"  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,PECK (64),SWEET KISS (186),CHARM (204),None (0),false,false,false,false,true,Female (1),Bashful (18),false
SLUGMA - 311,SLUGMA (218),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ROCK THROW (88),EMBER (52),SMOG (123),YAWN (281),false,false,false,false,true,Female (1),Hardy (0),false
NATU - 312,NATU (177),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PECK (64),LIGHT SCREEN (113),LEER (43),PECK (64),false,false,false,false,false,Female (1),Bashful (18),false
GLOOM - 313,GLOOM (44),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ABSORB (71),STUN SPORE (78),SWEET SCENT (230),None (0),false,false,false,false,false,Female (1),Quirky (24),false
LINOONE - 314,LINOONE (289),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MUD SPORT (300),ODOR SLEUTH (316),SAND-ATTACK (28),HEADBUTT (29),false,false,false,false,false,Female (1),Hardy (0),false
LOUDRED - 315,LOUDRED (371),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SUPERSONIC (48),HOWL (336),ASTONISH (310),UPROAR (253),false,false,false,false,false,Male (0),Docile (6),false
AIPOM - 316,AIPOM (190),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SCRATCH (10),ASTONISH (310),SAND-ATTACK (28),TAIL WHIP (39),false,false,false,false,false,Male (0),Bashful (18),false
DUNSPARCE - 317,DUNSPARCE (206),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ROCK SMASH (249),SPITE (180),DEFENSE CURL (111),RAGE (99),false,false,false,false,false,Female (1),Quirky (24),false
SWINUB - 318,SWINUB (220),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ENDURE (203),POWDER SNOW (181),ODOR SLEUTH (316),TACKLE (33),false,false,false,false,false,Female (1),Hardy (0),false
BAGON - 319,BAGON (395),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FOCUS ENERGY (116),HEADBUTT (29),LEER (43),BITE (44),false,false,false,false,false,Female (1),Docile (6),false
MURKROW - 320,MURKROW (198),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,HAZE (114),PURSUIT (228),ASTONISH (310),PECK (64),false,false,false,false,false,Male (0),Bashful (18),false
CLAMPERL - 321,CLAMPERL (373),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,IRON DEFENSE (334),WHIRLPOOL (250),WATER GUN (55),CLAMP (128),false,false,false,false,false,Female (1),Quirky (24),false
MACHOP - 322,MACHOP (66),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,KARATE CHOP (2),FOCUS ENERGY (116),LIGHT SCREEN (113),LOW KICK (67),false,false,false,false,false,Male (0),Hardy (0),false
TENTACOOL - 323,TENTACOOL (72),23,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,CONSTRICT (132),SUPERSONIC (48),POISON STING (40),None (0),false,false,false,false,true,Male (0),Docile (6),false
HOUNDOUR - 324,HOUNDOUR (228),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FAINT ATTACK (185),CHARM (204),EMBER (52),ROAR (46),false,false,false,false,true,Male (0),Hardy (0),false
SLUGMA - 325,SLUGMA (218),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,EMBER (52),SMOG (123),ROCK THROW (88),LIGHT SCREEN (113),false,false,false,false,false,Male (0),Docile (6),false
NUMEL - 326,NUMEL (339),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GROWL (45),EMBER (52),TACKLE (33),None (0),false,false,false,false,false,Female (1),Hardy (0),false
HORSEA - 327,HORSEA (116),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,LEER (43),SMOKESCREEN (108),WATER GUN (55),None (0),false,false,false,false,false,Male (0),Quirky (24),false
GOLDEEN - 328,GOLDEEN (118),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PECK (64),TAIL WHIP (39),WATER SPORT (346),None (0),false,false,false,false,true,Female (1),Serious (12),false
BELDUM - 329,BELDUM (398),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TAKE DOWN (36),None (0),None (0),None (0),false,false,false,false,false,Genderless (2),Hardy (0),false
SPHEAL - 330,SPHEAL (341),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,AURORA BEAM (62),CHARM (204),WATER GUN (55),MUD-SLAP (189),false,false,false,false,false,Male (0),Hardy (0),false
BALTOY - 331,BALTOY (318),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ROCK TOMB (317),REFRESH (287),MUD-SLAP (189),PSYBEAM (60),false,false,false,false,false,Genderless (2),Hardy (0),false
NOCTOWL - 332,NOCTOWL (164),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PECK (64),TACKLE (33),GROWL (45),None (0),false,false,false,false,true,Male (0),Quirky (24),false
VIGOROTH - 333,VIGOROTH (365),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FURY SWIPES (154),SCRATCH (10),YAWN (281),None (0),false,false,false,false,false,Male (0),Hardy (0),false
MAREEP - 334,MAREEP (179),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BODY SLAM (34),HEAL BELL (215),THUNDERSHOCK (84),THUNDER WAVE (86),false,false,false,false,false,Male (0),Hardy (0),false
ELECTRIKE - 335,ELECTRIKE (337),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SPARK (209),QUICK ATTACK (98),HOWL (336),LEER (43),false,false,false,false,false,Male (0),Quirky (24),false
CHINCHOU - 336,CHINCHOU (170),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER GUN (55),FLAIL (175),SUPERSONIC (48),THUNDER WAVE (86),false,false,false,false,false,Female (1),Serious (12),false
MAGNEMITE - 337,MAGNEMITE (81),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SONICBOOM (49),SUPERSONIC (48),THUNDERSHOCK (84),TACKLE (33),false,false,false,false,true,Genderless (2),Hardy (0),false
KOFFING - 338,KOFFING (109),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,POISON GAS (139),SMOG (123),TACKLE (33),None (0),false,false,false,false,false,Female (1),Serious (12),false
GRIMER - 339,GRIMER (88),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MINIMIZE (107),SLUDGE (124),DISABLE (50),HARDEN (106),false,false,false,false,true,Male (0),Docile (6),false
GULPIN - 340,GULPIN (367),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SHOCK WAVE (351),SING (47),SLUDGE (124),TOXIC (92),false,false,false,false,false,Male (0),Hardy (0),false
TENTACOOL - 341,TENTACOOL (72),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ACID (51),SAFEGUARD (219),SUPERSONIC (48),POISON STING (40),false,false,false,false,false,Female (1),Hardy (0),false
ZUBAT - 342,ZUBAT (41),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),ASTONISH (310),SUPERSONIC (48),LEECH LIFE (141),false,false,false,false,false,Female (1),Hardy (0),false
ODDISH - 343,ODDISH (43),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SWEET SCENT (230),ABSORB (71),None (0),None (0),false,false,false,false,false,Male (0),Docile (6),false
CACNEA - 344,CACNEA (344),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SAND-ATTACK (28),LEECH SEED (73),POISON STING (40),ABSORB (71),false,false,false,false,false,Female (1),Quirky (24),false
SHROOMISH - 345,SHROOMISH (306),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MEGA DRAIN (72),LEECH SEED (73),ABSORB (71),TACKLE (33),false,false,false,false,false,Female (1),Hardy (0),false
