Entry Name,Level up Rate,Catch Rate,Gender Ratio,Exp yield,Base Happiness,Height,Weight,Cry ID,Unknown 1,Unknown 2,National Dex Index,Hoenn dex regional id,Name ID,Species Name ID,Unknown 3,Unknown 4,Unknown 5,Model ID,Types 1,Types 2,Abilities 1,Abilities 2,TM01 FOCUS PUNCH,TM02 DRAGON CLAW,TM03 WATER PULSE,TM04 CALM MIND,TM05 ROAR,TM06 TOXIC,TM07 HAIL,TM08 BULK UP,TM09 BULLET SEED,TM10 HIDDEN POWER,TM11 SUNNY DAY,TM12 TAUNT,TM13 ICE BEAM,TM14 BLIZZARD,TM15 HYPER BEAM,TM16 LIGHT SCREEN,TM17 PROTECT,TM18 RAIN DANCE,TM19 GIGA DRAIN,TM20 SAFEGUARD,TM21 FRUSTRATION,TM22 SOLARBEAM,TM23 IRON TAIL,TM24 THUNDERBOLT,TM25 THUNDER,TM26 EARTHQUAKE,TM27 RETURN,TM28 DIG,TM29 PSYCHIC,TM30 SHADOW BALL,TM31 BRICK BREAK,TM32 DOUBLE TEAM,TM33 REFLECT,TM34 SHOCK WAVE,TM35 FLAMETHROWER,TM36 SLUDGE BOMB,TM37 SANDSTORM,TM38 FIRE BLAST,TM39 ROCK TOMB,TM40 AERIAL ACE,TM41 TORMENT,TM42 FACADE,TM43 SECRET POWER,TM44 REST,TM45 ATTRACT,TM46 THIEF,TM47 STEEL WING,TM48 SKILL SWAP,TM49 SNATCH,TM50 OVERHEAT,HM01 CUT,HM02 FLY,HM03 SURF,HM04 STRENGTH,HM05 FLASH,HM06 ROCK SMASH,HM07 WATERFALL,HM08 DIVE,TutorMove08 BODY SLAM,TutorMove11 DOUBLE-EDGE,TutorMove03 SEISMIC TOSS,TutorMove01 MIMIC,TutorMove06 DREAM EATER,TutorMove02 THUNDER WAVE,TutorMove05 SUBSTITUTE,TutorMove04 ICY WIND,TutorMove07 SWAGGER,TutorMove10 SKY ATTACK,TutorMove12 SELFDESTRUCT,TutorMove09 NIGHTMARE,Wild Items 1,Wild Items 2,Egg Moves 1,Egg Moves 2,Egg Moves 3,Egg Moves 4,Egg Moves 5,Egg Moves 6,Egg Moves 7,Egg Moves 8,Base Stats HP,Base Stats Attack,Base Stats Defense,Base Stats Sp.Atk,Base Stats Sp.Def,Base Stats Speed,EV Yields HP,EV Yields Attack,EV Yields Defense,EV Yields Sp.Atk,EV Yields Sp.Def,EV Yields Speed,Evolutions 1 Evolution Method,Evolutions 1 Evolution Condition,Evolutions 1 Evolved Form,Evolutions 2 Evolution Method,Evolutions 2 Evolution Condition,Evolutions 2 Evolved Form,Evolutions 3 Evolution Method,Evolutions 3 Evolution Condition,Evolutions 3 Evolved Form,Evolutions 4 Evolution Method,Evolutions 4 Evolution Condition,Evolutions 4 Evolved Form,Evolutions 5 Evolution Method,Evolutions 5 Evolution Condition,Evolutions 5 Evolved Form,Level Up Moves 1 Level,Level Up Moves 1 Move,Level Up Moves 2 Level,Level Up Moves 2 Move,Level Up Moves 3 Level,Level Up Moves 3 Move,Level Up Moves 4 Level,Level Up Moves 4 Move,Level Up Moves 5 Level,Level Up Moves 5 Move,Level Up Moves 6 Level,Level Up Moves 6 Move,Level Up Moves 7 Level,Level Up Moves 7 Move,Level Up Moves 8 Level,Level Up Moves 8 Move,Level Up Moves 9 Level,Level Up Moves 9 Move,Level Up Moves 10 Level,Level Up Moves 10 Move,Level Up Moves 11 Level,Level Up Moves 11 Move,Level Up Moves 12 Level,Level Up Moves 12 Move,Level Up Moves 13 Level,Level Up Moves 13 Move,Level Up Moves 14 Level,Level Up Moves 14 Move,Level Up Moves 15 Level,Level Up Moves 15 Move,Level Up Moves 16 Level,Level Up Moves 16 Move,Level Up Moves 17 Level,Level Up Moves 17 Move,Level Up Moves 18 Level,Level Up Moves 18 Move,Level Up Moves 19 Level,Level Up Moves 19 Move,Regular Sprites Pokedex Colour ID,Regular Sprites Face ID,Regular Sprites Purify Chamber Image ID,Shiny Sprites Pokedex Colour ID,Shiny Sprites Face ID,Shiny Sprites Purify Chamber Image ID
CACNEA  - 344,Slow (3),190,50% Male (127),97,35 (0x23),4,513,793 (0x319),331 (0x14B),1360 (0x550),331,119,CACNEA (0x533),CACTUS (0x64D),0 (0x0),325 (0x145),711 (0x2C7),pkx_sabonea.fsys (344),GRASS (12),GRASS (12),SAND VEIL (8),None (0),TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),POISON BARB (211),GRASSWHISTLE (320),ACID (51),TEETER DANCE (298),DYNAMICPUNCH (223),COUNTER (68),None (0),None (0),None (0),50,85,40,85,40,35,0,0,0,1,0,0,Level Up (4),32 (0x20),CACTURNE (345),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,POISON STING (40),1,LEER (43),5,ABSORB (71),9,GROWTH (74),13,LEECH SEED (73),17,SAND-ATTACK (28),21,PIN MISSILE (42),25,INGRAIN (275),29,FAINT ATTACK (185),33,SPIKES (191),37,NEEDLE ARM (302),41,COTTON SPORE (178),45,SANDSTORM (201),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),4 (0x4),face344.gtx Regular (319),poke_dance.fsys -> sabonea.atx (0x1DF03200),4 (0x4),face344.gtx Shiny (705),poke_dance.fsys -> sabonea_c.atx (0x1DF13200)
CACTURNE  - 345,Slow (3),60,50% Male (127),177,35 (0x23),13,774,794 (0x31A),332 (0x14C),1360 (0x550),332,120,CACTURNE (0x534),SCARECROW (0x616),0 (0x0),326 (0x146),712 (0x2C8),pkx_noctus.fsys (345),GRASS (12),DARK (17),SAND VEIL (8),None (0),TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),POISON BARB (211),GRASSWHISTLE (320),ACID (51),TEETER DANCE (298),DYNAMICPUNCH (223),COUNTER (68),None (0),None (0),None (0),70,115,60,115,60,55,0,1,0,1,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,POISON STING (40),1,LEER (43),1,ABSORB (71),1,GROWTH (74),5,ABSORB (71),9,GROWTH (74),13,LEECH SEED (73),17,SAND-ATTACK (28),21,PIN MISSILE (42),25,INGRAIN (275),29,FAINT ATTACK (185),35,SPIKES (191),41,NEEDLE ARM (302),47,COTTON SPORE (178),53,SANDSTORM (201),0,None (0),0,None (0),0,None (0),0,None (0),4 (0x4),face345.gtx Regular (320),poke_dance.fsys -> noctus.atx (0x1D603200),4 (0x4),face345.gtx Shiny (706),poke_dance.fsys -> noctus_c.atx (0x1D613200)
SNORUNT  - 346,Standard (0),190,50% Male (127),74,70 (0x46),7,168,823 (0x337),361 (0x169),1360 (0x550),361,171,SNORUNT (0x551),SNOW HAT (0x6E0),0 (0x0),327 (0x147),713 (0x2C9),pkx_yukiwarashi.fsys (346),ICE (15),ICE (15),INNER FOCUS (39),None (0),FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),BLOCK (335),SPIKES (191),None (0),None (0),None (0),None (0),None (0),None (0),50,50,50,50,50,50,1,0,0,0,0,0,Level Up (4),42 (0x2A),GLALIE (347),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,POWDER SNOW (181),1,LEER (43),7,DOUBLE TEAM (104),10,BITE (44),16,ICY WIND (196),19,HEADBUTT (29),25,PROTECT (182),28,CRUNCH (242),34,ICE BEAM (58),37,HAIL (258),43,BLIZZARD (59),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),8 (0x8),face346.gtx Regular (321),poke_dance.fsys -> yukiwarashi.atx (0x1EB23200),8 (0x8),face346.gtx Shiny (707),poke_dance.fsys -> yukiwarashi_c.atx (0x1EB33200)
GLALIE  - 347,Standard (0),75,50% Male (127),187,70 (0x46),15,2565,824 (0x338),362 (0x16A),1360 (0x550),362,172,GLALIE (0x552),FACE (0x625),0 (0x0),328 (0x148),714 (0x2CA),pkx_onigohri.fsys (347),ICE (15),ICE (15),INNER FOCUS (39),None (0),FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,None (0),NEVERMELTICE (212),BLOCK (335),SPIKES (191),None (0),None (0),None (0),None (0),None (0),None (0),80,80,80,80,80,80,2,0,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,POWDER SNOW (181),1,LEER (43),1,DOUBLE TEAM (104),1,BITE (44),7,DOUBLE TEAM (104),10,BITE (44),16,ICY WIND (196),19,HEADBUTT (29),25,PROTECT (182),28,CRUNCH (242),34,ICE BEAM (58),42,HAIL (258),53,BLIZZARD (59),61,SHEER COLD (329),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),8 (0x8),face347.gtx Regular (322),poke_dance.fsys -> onigohri.atx (0x1D883200),8 (0x8),face347.gtx Shiny (708),poke_dance.fsys -> onigohri_c.atx (0x1D893200)
LUNATONE  - 348,Fast (4),45,Genderless (255),150,70 (0x46),10,1680,799 (0x31F),337 (0x151),1360 (0x550),337,125,LUNATONE (0x539),METEORITE (0x5FE),0 (0x0),329 (0x149),715 (0x2CB),pkx_lunatone.fsys (348),ROCK (5),PSYCHC (14),LEVITATE (26),None (0),FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,None (0),MOON STONE (94),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),70,55,65,95,85,70,0,0,0,2,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),1,HARDEN (106),7,CONFUSION (93),13,ROCK THROW (88),19,HYPNOSIS (95),25,PSYWAVE (149),31,COSMIC POWER (322),37,PSYCHIC (94),43,FUTURE SIGHT (248),49,EXPLOSION (153),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),3 (0x3),face348.gtx Regular (323),poke_dance.fsys -> lunatone.atx (0x1D063200),3 (0x3),face348.gtx Shiny (709),poke_dance.fsys -> lunatone_c.atx (0x1D073200)
SOLROCK  - 349,Fast (4),45,Genderless (255),150,70 (0x46),12,1540,800 (0x320),338 (0x152),1360 (0x550),338,126,SOLROCK (0x53A),METEORITE (0x5FE),0 (0x0),330 (0x14A),716 (0x2CC),pkx_solrock.fsys (349),ROCK (5),PSYCHC (14),LEVITATE (26),None (0),FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,None (0),SUN STONE (93),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),70,95,85,55,65,70,0,2,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),1,HARDEN (106),7,CONFUSION (93),13,ROCK THROW (88),19,FIRE SPIN (83),25,PSYWAVE (149),31,COSMIC POWER (322),37,ROCK SLIDE (157),43,SOLARBEAM (76),49,EXPLOSION (153),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),1 (0x1),face349.gtx Regular (324),poke_dance.fsys -> solrock.atx (0x1E143200),1 (0x1),face349.gtx Shiny (710),poke_dance.fsys -> solrock_c.atx (0x1E153200)
AZURILL  - 350,Fast (4),150,75% Female (191),33,70 (0x46),2,20,760 (0x2F8),298 (0x12A),1358 (0x54E),298,54,AZURILL (0x512),POLKA DOT (0x6CE),0 (0x0),331 (0x14B),717 (0x2CD),pkx_ruriri.fsys (350),NORMAL (0),NORMAL (0),THICK FAT (47),HUGE POWER (37),FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),ENCORE (227),SING (47),REFRESH (287),SLAM (21),TICKLE (321),None (0),None (0),None (0),50,20,40,20,40,20,1,0,0,0,0,0,Max Happiness (1),0 (0x0),MARILL (183),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,SPLASH (150),3,CHARM (204),6,TAIL WHIP (39),10,BUBBLE (145),15,SLAM (21),21,WATER GUN (55),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),2 (0x2),face350.gtx Regular (325),poke_dance.fsys -> ruriri.atx (0x1DEE3200),2 (0x2),face350.gtx Shiny (711),poke_dance.fsys -> ruriri_c.atx (0x1DEF3200)
SPOINK  - 351,Fast (4),255,50% Male (127),89,70 (0x46),7,306,787 (0x313),325 (0x145),1360 (0x550),325,110,SPOINK (0x52D),BOUNCE (0x688),0 (0x0),332 (0x14C),718 (0x2CE),pkx_baneboo.fsys (351),PSYCHC (14),PSYCHC (14),THICK FAT (47),OWN TEMPO (20),FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),FUTURE SIGHT (248),EXTRASENSORY (326),SUBSTITUTE (164),TRICK (271),None (0),None (0),None (0),None (0),60,25,35,70,80,60,0,0,0,0,1,0,Level Up (4),32 (0x20),GRUMPIG (352),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,SPLASH (150),7,PSYWAVE (149),10,ODOR SLEUTH (316),16,PSYBEAM (60),19,PSYCH UP (244),25,CONFUSE RAY (109),28,MAGIC COAT (277),34,PSYCHIC (94),37,REST (156),37,SNORE (173),43,BOUNCE (340),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),5 (0x5),face351.gtx Regular (326),poke_dance.fsys -> baneboo.atx (0x18013200),5 (0x5),face351.gtx Shiny (712),poke_dance.fsys -> baneboo_c.atx (0x1BAC3200)
GRUMPIG  - 352,Fast (4),60,50% Male (127),164,70 (0x46),9,715,788 (0x314),326 (0x146),1360 (0x550),326,111,GRUMPIG (0x52E),MANIPULATE (0x5E7),0 (0x0),333 (0x14D),719 (0x2CF),pkx_boopig.fsys (352),PSYCHC (14),PSYCHC (14),THICK FAT (47),OWN TEMPO (20),TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),FUTURE SIGHT (248),EXTRASENSORY (326),SUBSTITUTE (164),TRICK (271),None (0),None (0),None (0),None (0),80,45,65,90,110,80,0,0,0,0,2,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,SPLASH (150),1,PSYWAVE (149),1,ODOR SLEUTH (316),1,PSYBEAM (60),7,PSYWAVE (149),10,ODOR SLEUTH (316),16,PSYBEAM (60),19,PSYCH UP (244),25,CONFUSE RAY (109),28,MAGIC COAT (277),37,PSYCHIC (94),43,REST (156),43,SNORE (173),55,BOUNCE (340),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),7 (0x7),face352.gtx Regular (327),poke_dance.fsys -> boopig.atx (0x1BC53200),7 (0x7),face352.gtx Shiny (713),poke_dance.fsys -> boopig_c.atx (0x1BC63200)
PLUSLE  - 353,Standard (0),200,50% Male (127),120,70 (0x46),4,42,773 (0x305),311 (0x137),1358 (0x54E),311,80,PLUSLE (0x51F),CHEERING (0x606),0 (0x0),334 (0x14E),720 (0x2D0),pkx_prasle.fsys (353),ELECTR (13),ELECTR (13),PLUS (57),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),SUBSTITUTE (164),WISH (273),None (0),None (0),None (0),None (0),None (0),None (0),60,50,40,85,75,95,0,0,0,0,0,1,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,GROWL (45),4,THUNDER WAVE (86),10,QUICK ATTACK (98),13,HELPING HAND (270),19,SPARK (209),22,ENCORE (227),28,FAKE TEARS (313),31,CHARGE (268),37,THUNDER (87),40,BATON PASS (226),47,AGILITY (97),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),3 (0x3),face353.gtx Regular (328),poke_dance.fsys -> prasle.atx (0x1DBC3200),3 (0x3),face353.gtx Shiny (714),poke_dance.fsys -> prasle_c.atx (0x1DBD3200)
MINUN  - 354,Standard (0),200,50% Male (127),120,70 (0x46),4,42,774 (0x306),312 (0x138),1358 (0x54E),312,81,MINUN (0x520),CHEERING (0x606),0 (0x0),335 (0x14F),721 (0x2D1),pkx_minun.fsys (354),ELECTR (13),ELECTR (13),MINUS (58),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),SUBSTITUTE (164),WISH (273),None (0),None (0),None (0),None (0),None (0),None (0),60,40,50,75,85,95,0,0,0,0,0,1,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,GROWL (45),4,THUNDER WAVE (86),10,QUICK ATTACK (98),13,HELPING HAND (270),19,SPARK (209),22,ENCORE (227),28,CHARM (204),31,CHARGE (268),37,THUNDER (87),40,BATON PASS (226),47,AGILITY (97),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),3 (0x3),face354.gtx Regular (329),poke_dance.fsys -> minun.atx (0x1D383200),3 (0x3),face354.gtx Shiny (715),poke_dance.fsys -> minun_c.atx (0x1D393200)
MAWILE  - 355,Fast (4),45,50% Male (127),98,70 (0x46),6,115,765 (0x2FD),303 (0x12F),1360 (0x550),303,69,MAWILE (0x517),DECEIVER (0x5E0),0 (0x0),336 (0x150),722 (0x2D2),pkx_kucheat.fsys (355),STEEL (8),STEEL (8),HYPER CUTTER (52),INTIMIDATE (22),TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),SWORDS DANCE (14),FALSE SWIPE (206),POISON FANG (305),PSYCH UP (244),ANCIENTPOWER (246),TICKLE (321),None (0),None (0),50,85,85,55,55,50,0,1,1,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,ASTONISH (310),6,FAKE TEARS (313),11,BITE (44),16,SWEET SCENT (230),21,VICEGRIP (11),26,FAINT ATTACK (185),31,BATON PASS (226),36,CRUNCH (242),41,IRON DEFENSE (334),46,STOCKPILE (254),46,SWALLOW (256),46,SPIT UP (255),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),5 (0x5),face355.gtx Regular (330),poke_dance.fsys -> kucheat.atx (0x1CE73200),5 (0x5),face355.gtx Shiny (716),poke_dance.fsys -> kucheat_c.atx (0x1CE83200)
